age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,split,capital_gain_topcoded,hours_iqr_outlier,high_sampling_weight,income_binary,net_capital,has_capital_gain,has_capital_loss,log_capital_gain,log_fnlwgt,age_group,hours_group,is_united_states,is_married,workclass_simplified
26,Private,151551,Some-college,10,Separated,Sales,Own-child,Amer-Indian-Eskimo,Male,2597,0,48,United-States,<=50K,train,0,0,0,0,2597,1,0,7.862497197230545,11.928684079363569,25-34,overtime,1,0,Private
58,Private,100313,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United-States,>50K,train,0,0,0,1,-1902,0,1,0.0,11.5160605454657,55-64,standard_40,1,1,Private
23,Private,320294,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.676997725110123,17-24,standard_40,1,0,Private
53,Private,162381,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.997706863128368,45-54,overtime,1,1,Private
35,Private,183898,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,2354,0,40,United-States,<=50K,train,0,0,0,0,2354,1,0,7.764296006450518,12.122141972839726,35-44,standard_40,1,0,Private
41,Self-emp-inc,32016,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,62,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.37402229071854,35-44,very_high,1,1,Self-employed
31,Private,117028,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.670177046314736,25-34,standard_40,1,1,Private
50,Private,280278,HS-grad,9,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.543540814617394,45-54,standard_40,1,0,Private
57,Private,342906,9th,5,Married-civ-spouse,Sales,Husband,Black,Male,0,0,55,United-States,>50K,train,0,1,0,1,0,0,0,0.0,12.745214552357549,55-64,very_high,1,1,Private
25,Private,181598,11th,7,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.109556238526238,25-34,standard_40,1,1,Private
23,Private,224059,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.319669152112715,17-24,standard_40,1,1,Private
48,Private,148549,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.908676880890754,45-54,overtime,1,0,Private
34,Private,97355,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.486129642183066,25-34,very_high,1,0,Private
37,Private,154571,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Unknown,<=50K,train,0,0,0,0,0,0,0,0.0,11.948415286184089,35-44,standard_40,0,1,Private
43,Self-emp-inc,140988,Bachelors,13,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,45,India,<=50K,train,0,0,0,0,0,0,0,0.0,11.856437152132644,35-44,overtime,0,1,Self-employed
20,Private,148409,Some-college,10,Never-married,Sales,Other-relative,White,Male,1055,0,20,United-States,<=50K,train,0,1,0,0,1055,1,0,6.962243464266207,11.907733992889863,17-24,part_time,1,0,Private
40,Local-gov,150755,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,75,United-States,>50K,train,1,1,0,1,99999,1,0,11.512925464970229,11.923417914792418,35-44,very_high,1,1,Government
27,Private,87006,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1579,40,United-States,<=50K,train,0,0,0,0,-1579,0,1,0.0,11.373743854170122,25-34,standard_40,1,1,Private
35,Private,112158,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.627672786394148,35-44,standard_40,1,1,Private
33,Private,121488,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.707579002684778,25-34,standard_40,1,0,Private
57,State-gov,283635,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.555447004935191,55-64,standard_40,1,0,Government
43,Private,69758,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.152801723617731,35-44,standard_40,1,1,Private
40,Private,199900,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,55,United-States,>50K,train,0,1,0,1,-1848,0,1,0.0,12.20557752297723,35-44,very_high,1,1,Private
54,Private,88019,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.385319340365083,45-54,very_high,1,0,Private
28,Private,31935,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.37148917911119,25-34,standard_40,1,0,Private
32,Private,323055,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.685580961790155,25-34,standard_40,1,1,Private
49,Private,189498,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.15213902644584,45-54,overtime,1,1,Private
52,Private,89041,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.396863447512079,45-54,standard_40,1,1,Private
41,Private,112507,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.630779609209448,35-44,very_high,1,1,Private
19,Private,236940,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.375566443977602,17-24,standard_40,1,0,Private
33,Private,278514,HS-grad,9,Divorced,Craft-repair,Own-child,White,Female,0,0,42,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.537227196863173,25-34,overtime,1,0,Private
21,Unknown,433330,Some-college,10,Never-married,Unknown,Unmarried,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.979257149133774,17-24,standard_40,1,0,Unpaid/Unknown
25,Private,258379,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.462186648514292,25-34,reduced,1,1,Private
44,Private,162028,11th,7,Divorced,Sales,Unmarried,White,Female,0,0,44,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.995530610539403,35-44,overtime,1,0,Private
20,Private,197997,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.196012208615556,17-24,standard_40,1,0,Private
46,Private,98350,10th,6,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,37,China,<=50K,train,0,0,0,0,0,0,0,0.0,11.49629799153369,45-54,standard_40,0,1,Private
39,Private,165848,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.018833014812252,35-44,overtime,1,1,Private
34,Private,178615,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.092993529078273,25-34,standard_40,1,0,Private
19,Private,228939,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.341215239472467,17-24,reduced,1,0,Private
27,Private,210498,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K,train,0,0,0,1,5178,1,0,8.552367266423891,12.257236181499465,25-34,standard_40,1,1,Private
53,Private,154891,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.950483378847878,45-54,standard_40,1,1,Private
46,Private,165937,Assoc-voc,11,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.01936950359653,45-54,standard_40,1,0,Private
23,Unknown,138768,Bachelors,13,Never-married,Unknown,Own-child,White,Male,2907,0,40,United-States,<=50K,train,0,0,0,0,2907,1,0,7.97522083865341,11.840565959170611,17-24,standard_40,1,0,Unpaid/Unknown
39,Private,160120,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,train,0,0,0,0,0,0,0,0.0,11.98368505840302,35-44,standard_40,0,0,Private
30,Private,382368,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.854141389927674,25-34,standard_40,1,1,Private
53,Private,123011,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.720037190571402,45-54,overtime,1,1,Private
33,Private,119033,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.687164445570827,25-34,standard_40,1,1,Private
22,Private,496856,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,13.116057537319447,17-24,standard_40,1,1,Private
44,Private,194049,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.175871136797053,35-44,reduced,1,0,Private
30,Private,299223,Some-college,10,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.60894773576924,25-34,standard_40,1,0,Private
66,Private,174788,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.071334811161671,65+,part_time,1,0,Private
39,Private,176101,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.078818651603223,35-44,standard_40,1,1,Private
37,Private,38948,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,10.570008377028364,35-44,overtime,1,1,Private
34,Private,271933,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.51331466877575,25-34,standard_40,1,1,Private
17,Private,122041,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.712120526765808,17-24,part_time,1,0,Private
43,Private,115932,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,>50K,train,0,1,0,1,0,0,0,0.0,11.660767717014435,35-44,very_high,1,0,Private
46,Private,265105,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.487885024989685,45-54,overtime,1,1,Private
17,Private,100828,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.521181291654852,17-24,part_time,1,0,Private
60,Private,121319,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,40,Poland,<=50K,train,0,0,0,0,3137,1,0,8.051340933292979,11.706186961802517,55-64,standard_40,0,1,Private
63,Private,308028,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,5013,0,40,United-States,<=50K,train,0,0,0,0,5013,1,0,8.519989278718239,12.637949213367484,55-64,standard_40,1,1,Private
42,Private,213214,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.270056325271721,35-44,standard_40,1,1,Private
30,Private,348618,9th,5,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Mexico,<=50K,train,0,0,0,0,0,0,0,0.0,12.761734914311987,25-34,standard_40,0,1,Private
33,Private,275632,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.526825549705343,25-34,standard_40,1,1,Private
43,Private,239161,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.384896425562316,35-44,standard_40,1,1,Private
20,Private,215495,9th,5,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,Mexico,<=50K,train,0,0,0,0,0,0,0,0.0,12.280697626868754,17-24,standard_40,0,0,Private
30,Private,214063,Some-college,10,Never-married,Farming-fishing,Other-relative,Black,Male,0,0,72,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.2740303147134,25-34,very_high,1,0,Private
37,Private,122493,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.715817328175543,35-44,overtime,1,1,Private
33,Unknown,211699,Some-college,10,Divorced,Unknown,Unmarried,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.262925457122957,25-34,standard_40,1,0,Unpaid/Unknown
49,Self-emp-not-inc,175622,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.076094931104949,45-54,standard_40,1,1,Self-employed
65,Private,153522,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,17,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.941605671918477,65+,part_time,1,0,Private
35,Private,258339,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,train,0,1,0,1,0,0,0,0.0,12.462031825786006,35-44,very_high,1,1,Private
27,Private,119793,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.693528879936814,25-34,standard_40,1,1,Private
33,Private,133503,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States,>50K,train,0,0,0,1,-1977,0,1,0.0,11.80188671892039,25-34,overtime,1,1,Private
18,Private,162840,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.000529543595357,17-24,part_time,1,0,Private
41,Local-gov,67671,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.12242778398385,35-44,overtime,1,1,Government
38,Private,188888,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1340,40,United-States,<=50K,train,0,0,0,0,-1340,0,1,0.0,12.148914819925347,35-44,standard_40,1,0,Private
45,Private,140644,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.853994264050423,45-54,standard_40,1,1,Private
18,Unknown,126154,Some-college,10,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.745266588638481,17-24,standard_40,1,0,Unpaid/Unknown
33,Private,245659,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,38,El-Salvador,<=50K,train,0,0,0,0,0,0,0,0.0,12.411703745093085,25-34,standard_40,0,0,Private
28,Private,129624,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Unknown,<=50K,train,0,0,0,0,0,0,0,0.0,11.772400945531828,25-34,standard_40,0,0,Private
47,Private,104068,HS-grad,9,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.552809419668664,45-54,standard_40,1,0,Private
30,Private,337908,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.730531907446816,25-34,part_time,1,1,Private
36,Private,161141,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.990041242821745,35-44,standard_40,1,1,Private
21,Private,162228,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.996764196297423,17-24,reduced,1,0,Private
44,Private,116391,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.664719083395225,35-44,standard_40,1,0,Private
33,Private,314310,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.658138220582392,25-34,part_time,1,1,Private
61,Unknown,394534,HS-grad,9,Married-civ-spouse,Unknown,Husband,Black,Male,0,0,6,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.885463135231294,55-64,part_time,1,1,Unpaid/Unknown
29,Private,308136,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.638299768254011,25-34,standard_40,1,1,Private
45,Private,194698,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.17921005524027,45-54,standard_40,1,1,Private
18,Unknown,67793,HS-grad,9,Never-married,Unknown,Own-child,White,Female,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.124228974437301,17-24,very_high,1,0,Unpaid/Unknown
29,Local-gov,302422,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,1564,56,United-States,>50K,train,0,1,0,1,-1564,0,1,0.0,12.619581978596296,25-34,very_high,1,0,Government
27,Private,289147,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.574693946737266,25-34,standard_40,1,0,Private
21,Private,229826,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.34508213096756,17-24,part_time,1,1,Private
22,Unknown,154235,Some-college,10,Married-civ-spouse,Unknown,Wife,White,Female,3781,0,35,United-States,<=50K,train,0,0,0,0,3781,1,0,8.238008249218403,11.946239175898132,17-24,reduced,1,1,Unpaid/Unknown
49,Self-emp-inc,246739,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.416090429625456,45-54,overtime,1,1,Self-employed
35,Private,188041,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.14442062111639,35-44,overtime,1,1,Private
47,Private,187440,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K,train,0,0,0,1,5178,1,0,8.552367266423891,12.141219408207993,45-54,standard_40,1,1,Private
37,Local-gov,105266,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.56425525869167,35-44,standard_40,1,1,Government
37,Private,249208,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.426047180813107,35-44,overtime,1,1,Private
26,Private,203492,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.223386885238762,25-34,standard_40,1,0,Private
18,Unknown,71076,HS-grad,9,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.171519075412782,17-24,standard_40,1,0,Unpaid/Unknown
55,Federal-gov,146477,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.894630525514055,55-64,overtime,1,1,Government
47,Private,201699,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,United-States,>50K,train,0,0,0,1,5178,1,0,8.552367266423891,12.214536723942302,45-54,overtime,1,1,Private
59,Private,205949,HS-grad,9,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.235388699864227,55-64,standard_40,1,0,Private
70,Private,90245,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,5,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.410294553883269,65+,part_time,1,0,Private
53,Federal-gov,177647,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,France,>50K,train,0,0,0,1,0,0,0,0.0,12.087559343294046,45-54,standard_40,0,1,Government
39,Private,126494,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.74795806067685,35-44,standard_40,1,0,Private
38,Private,257735,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.459691084206161,35-44,standard_40,1,1,Private
33,Private,1161363,Some-college,10,Separated,Tech-support,Unmarried,White,Female,0,0,50,Columbia,<=50K,train,0,0,1,0,0,0,0,0.0,13.96510573436717,25-34,overtime,0,0,Private
19,Unknown,257343,Some-college,10,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.458168990256945,17-24,standard_40,1,0,Unpaid/Unknown
28,Private,221452,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.307965656335673,25-34,standard_40,1,0,Private
74,Private,260669,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.47101051850136,65+,part_time,1,0,Private
40,Private,192344,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.167045913561326,35-44,standard_40,1,1,Private
35,Private,80479,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.295763985333567,35-44,standard_40,1,0,Private
35,Self-emp-not-inc,108808,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.597349330571056,35-44,overtime,1,0,Self-employed
41,Private,175674,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.076390976060399,35-44,standard_40,1,1,Private
38,Private,272950,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.517047570877859,35-44,overtime,1,0,Private
29,Self-emp-not-inc,160786,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.987835786687663,25-34,reduced,1,1,Self-employed
46,Self-emp-not-inc,122206,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.713471607221406,45-54,overtime,1,1,Self-employed
46,Private,121168,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.704941544323642,45-54,standard_40,1,0,Private
40,Private,209547,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,train,0,1,0,1,0,0,0,0.0,12.252708109046159,35-44,very_high,1,1,Private
29,Federal-gov,244473,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K,train,0,0,0,1,7688,1,0,8.94754601503218,12.406864242774319,25-34,standard_40,1,1,Government
39,Private,176296,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.079925351791946,35-44,very_high,1,1,Private
31,Private,91666,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.425917724337623,25-34,very_high,1,0,Private
50,Local-gov,191025,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,4650,0,70,United-States,<=50K,train,0,1,0,0,4650,1,0,8.444837529224097,12.160164823418961,45-54,very_high,1,0,Government
31,State-gov,63704,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.062018331415482,25-34,standard_40,1,0,Government
27,Private,31659,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.362809333435003,25-34,overtime,1,1,Private
27,Private,191230,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.161237400348373,25-34,reduced,1,0,Private
28,Private,56340,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.939177790651616,25-34,part_time,1,0,Private
21,Private,221157,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.306632657184355,17-24,reduced,1,0,Private
57,Local-gov,143910,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.876950331927514,55-64,standard_40,1,0,Government
56,Local-gov,435836,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.985023599219629,55-64,standard_40,1,0,Government
22,Unknown,61499,HS-grad,9,Never-married,Unknown,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.02679245379461,17-24,standard_40,1,0,Unpaid/Unknown
48,Private,209182,Preschool,1,Separated,Other-service,Unmarried,White,Female,0,0,40,El-Salvador,<=50K,train,0,0,0,0,0,0,0,0.0,12.250964745920687,45-54,standard_40,0,0,Private
36,Self-emp-inc,107218,Some-college,10,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,55,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.582628750719866,35-44,very_high,1,0,Self-employed
51,Private,55500,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.92415631759022,45-54,standard_40,1,1,Private
