age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,split,capital_gain_topcoded,hours_iqr_outlier,high_sampling_weight,income_binary,net_capital,has_capital_gain,has_capital_loss,log_capital_gain,log_fnlwgt,age_group,hours_group,is_united_states,is_married,workclass_simplified,workclass_code,education_code,marital_status_code,occupation_code,relationship_code,race_code,sex_code,native_country_code,age_group_code,hours_group_code,workclass_simplified_code,age_z,education_num_z,hours_per_week_z,log_capital_gain_z,log_fnlwgt_z,net_capital_z
36,Private,138441,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,55,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.838206744336636,35-44,very_high,1,1,Private,3,7,2,12,0,4,1,38,2,4,1,-0.19311213575018155,0.7475252208764167,1.1762692483633397,-0.2980141118316148,-0.22957671174090719,-0.13268256725509925
29,Private,239753,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,20,United-States,<=50K,train,0,1,0,0,-2057,0,1,0.0,12.387368676652388,25-34,part_time,1,1,Private,3,11,2,0,5,4,0,38,1,1,1,-0.7037306598485774,-0.4196853759132791,-1.648400865802001,-0.2980141118316148,0.6410963167519828,-0.40776882329183256
39,Private,262158,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.476706468900971,35-44,overtime,1,0,Private,3,9,0,3,4,4,0,38,2,0,1,0.025724374577702387,1.1365954198063153,0.36922064431609947,-0.2980141118316148,0.7827376097089379,-0.13268256725509925
25,Self-emp-inc,133373,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,80,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.800912490918964,25-34,very_high,1,0,Self-employed,4,9,4,11,1,4,1,38,1,4,2,-0.9955126736190893,1.1365954198063153,3.1938907584814404,-0.2980141118316148,-0.28870517396264,-0.13268256725509925
21,Private,57916,HS-grad,9,Separated,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.96676623013805,17-24,standard_40,1,0,Private,3,11,5,4,3,4,1,38,0,3,1,-1.2872946873896012,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-1.6112088078499134,-0.13268256725509925
39,State-gov,142897,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.869886368018758,35-44,overtime,1,0,Government,6,8,4,3,4,4,0,38,2,0,0,0.025724374577702387,0.35845502194651807,0.7727449463397196,-0.2980141118316148,-0.17935000761282743,-0.13268256725509925
38,Private,161016,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.989265228454475,35-44,reduced,1,0,Private,3,15,0,9,1,4,0,38,2,2,1,-0.04722112886492559,-0.030615176983380503,-0.6799425409453128,-0.2980141118316148,0.009920129002966134,-0.13268256725509925
20,Private,227491,HS-grad,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.33487035191968,17-24,reduced,1,0,Private,3,11,4,11,1,1,0,38,0,2,1,-1.3602401908322292,-0.4196853759132791,-1.244876563778381,-0.2980141118316148,0.5578624421950169,-0.13268256725509925
51,Private,306790,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.63392201297325,45-54,standard_40,1,0,Private,3,11,0,2,1,4,1,38,3,3,1,0.9010704158892381,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,1.0319962087278949,-0.13268256725509925
21,Private,33831,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.429162379152325,17-24,standard_40,1,0,Private,3,11,4,0,4,4,0,38,0,3,1,-1.2872946873896012,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-2.4635569869987397,-0.13268256725509925
36,Private,188972,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.149359426693868,35-44,standard_40,1,0,Private,3,15,4,9,1,4,0,38,2,3,1,-0.19311213575018155,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.26374271251206705,-0.13268256725509925
50,Private,313546,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.655704548073377,45-54,standard_40,1,0,Private,3,11,5,7,4,2,0,38,3,3,1,0.8281249124466101,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,1.0665314972973443,-0.13268256725509925
38,Private,220585,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,train,0,1,0,1,0,0,0,0.0,12.304042920505701,35-44,very_high,1,1,Private,3,11,2,3,0,4,1,38,2,4,1,-0.04722112886492559,-0.4196853759132791,1.1762692483633397,-0.2980141118316148,0.5089868528826224,-0.13268256725509925
25,Local-gov,476599,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,13.074432843646779,25-34,standard_40,1,0,Government,1,9,4,9,1,4,0,38,1,3,0,-0.9955126736190893,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,1.7304075086683217,-0.13268256725509925
23,Private,163665,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.005583044780497,17-24,part_time,1,0,Private,3,15,4,11,3,4,0,38,0,1,1,-1.1414036805043453,-0.030615176983380503,-2.051925167825621,-0.2980141118316148,0.035791336970819286,-0.13268256725509925
36,Private,306646,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,train,0,1,0,1,0,0,0,0.0,12.633452527865886,35-44,very_high,1,1,Private,3,9,2,3,0,4,1,38,2,4,1,-0.19311213575018155,1.1365954198063153,1.1762692483633397,-0.2980141118316148,1.0312518599371179,-0.13268256725509925
41,Private,206470,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Germany,<=50K,train,0,0,0,0,0,0,0,0.0,12.237915245685839,35-44,standard_40,0,1,Private,3,9,2,9,0,4,1,10,2,3,1,0.17161538146295835,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,0.40414421992768895,-0.13268256725509925
34,Private,169583,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.041103658267037,25-34,overtime,1,0,Private,3,12,4,3,1,4,0,38,1,0,1,-0.3390031426354375,1.5256656187362139,0.7727449463397196,-0.2980141118316148,0.09210776806034533,-0.13268256725509925
19,State-gov,127085,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.752619301622053,17-24,part_time,1,0,Government,6,15,4,7,3,4,1,38,0,1,0,-1.433185694274857,-0.030615176983380503,-2.4554494698492415,-0.2980141118316148,-0.3652719840534501,-0.13268256725509925
18,Private,152044,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,3,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.931931808645059,17-24,part_time,1,0,Private,3,0,4,7,3,4,0,38,0,1,1,-1.5061311977174852,-1.5868959727029748,-3.0203834926823094,-0.2980141118316148,-0.08097958439999485,-0.13268256725509925
36,Private,111387,10th,6,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.620774880744927,35-44,standard_40,1,0,Private,3,0,0,11,3,4,1,38,2,3,1,-0.19311213575018155,-1.5868959727029748,-0.03430365770752064,-0.2980141118316148,-0.5743057397817621,-0.13268256725509925
46,Private,102318,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,>50K,train,0,0,0,1,-1887,0,1,0.0,11.535850662944606,45-54,standard_40,1,1,Private,3,15,2,13,0,4,1,38,3,3,1,0.5363428986760982,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,-0.7089494970298177,-0.3850344219664827
29,Private,213692,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.272295684570462,25-34,overtime,1,0,Private,3,15,4,2,3,4,1,38,1,0,1,-0.7037306598485774,-0.030615176983380503,0.36922064431609947,-0.2980141118316148,0.4586529523854561,-0.13268256725509925
23,Private,163665,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,32,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.005583044780497,17-24,reduced,1,0,Private,3,11,4,3,1,4,0,38,0,2,1,-1.1414036805043453,-0.4196853759132791,-0.6799425409453128,-0.2980141118316148,0.035791336970819286,-0.13268256725509925
35,Private,30529,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.326465085728923,35-44,standard_40,1,1,Private,3,11,2,5,0,4,1,38,2,3,1,-0.2660576391928095,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-2.6263792043107093,-0.13268256725509925
35,Private,290226,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.578418654387592,35-44,standard_40,1,0,Private,3,11,4,13,3,4,1,38,2,3,1,-0.2660576391928095,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.9439979800314541,-0.13268256725509925
40,Private,182136,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.112514430139562,35-44,standard_40,1,1,Private,3,11,2,13,0,4,1,38,2,3,1,0.09866987802033036,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.20532652805537974,-0.13268256725509925
22,Private,73266,Some-college,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.201865581863736,17-24,standard_40,1,0,Private,3,15,4,13,3,1,1,38,0,3,1,-1.2143491839469733,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,-1.2384687242455312,-0.13268256725509925
19,State-gov,60412,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.008959592551948,17-24,part_time,1,0,Government,6,15,4,0,3,4,0,38,0,1,0,-1.433185694274857,-0.030615176983380503,-2.051925167825621,-0.2980141118316148,-1.5443130154189049,-0.13268256725509925
70,Private,187891,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.143622608656969,65+,standard_40,1,1,Private,3,1,2,13,0,4,1,38,5,3,1,2.2870349812991697,-1.1978257737730762,-0.03430365770752064,-0.2980141118316148,0.25464723003199624,-0.13268256725509925
38,Private,194304,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,55,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.17718436843639,35-44,very_high,1,0,Private,3,15,0,13,1,2,1,38,2,4,1,-0.04722112886492559,-0.030615176983380503,1.1762692483633397,-0.2980141118316148,0.30785798137718867,-0.13268256725509925
35,Private,160910,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.98860669608804,35-44,overtime,1,1,Private,3,15,2,11,0,4,1,38,2,0,1,-0.2660576391928095,-0.030615176983380503,0.7727449463397196,-0.2980141118316148,0.008876053774687443,-0.13268256725509925
25,Private,148300,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.906999271191623,25-34,reduced,1,0,Private,3,15,4,7,3,4,0,38,1,2,1,-0.9955126736190893,-0.030615176983380503,-0.43782795973114075,-0.2980141118316148,-0.12050906853786143,-0.13268256725509925
39,Private,165743,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.018199708297884,35-44,overtime,1,1,Private,3,15,2,2,0,4,1,38,2,0,1,0.025724374577702387,-0.030615176983380503,0.36922064431609947,-0.2980141118316148,0.055794523622589014,-0.13268256725509925
50,Private,123174,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,37,Unknown,>50K,train,0,0,0,1,0,0,0,0.0,11.721361387412164,45-54,standard_40,0,1,Private,3,10,2,9,0,2,1,39,3,3,1,0.8281249124466101,2.303806016596011,-0.2764182389216927,-0.2980141118316148,-0.41483008564059065,-0.13268256725509925
43,Private,184018,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.122794292129651,35-44,overtime,1,1,Private,3,7,2,9,0,4,1,38,2,0,1,0.3175063883482143,0.7475252208764167,0.7727449463397196,-0.2980141118316148,0.22162481467123596,-0.13268256725509925
37,Federal-gov,188069,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Philippines,>50K,train,0,0,0,1,0,0,0,0.0,12.144569512936124,35-44,standard_40,0,1,Government,0,15,2,0,0,4,1,29,2,3,0,-0.12016663230755356,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.25614850673729983,-0.13268256725509925
51,Private,138852,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,40,El-Salvador,>50K,train,0,0,0,1,7298,1,0,8.895492631451633,11.841171098551232,45-54,standard_40,0,1,Private,3,11,2,7,0,4,1,7,3,3,1,0.9010704158892381,-0.4196853759132791,-0.03430365770752064,3.3385636319847944,-0.22487685344835562,0.8432919084649199
29,Unknown,78529,10th,6,Separated,Unknown,Unmarried,White,Female,0,0,12,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.27123599636892,25-34,part_time,1,0,Unpaid/Unknown,7,0,5,14,4,4,0,38,1,1,3,-0.7037306598485774,-1.5868959727029748,-2.2940397490397935,-0.2980141118316148,-1.1284848646026364,-0.13268256725509925
20,Private,164441,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.01031320342873,17-24,standard_40,1,0,Private,3,11,4,7,3,2,1,38,0,3,1,-1.3602401908322292,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.04329080354553555,-0.13268256725509925
21,Private,199419,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.203168432382784,17-24,standard_40,1,0,Private,3,15,4,0,1,4,0,38,0,3,1,-1.2872946873896012,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.34905461631755824,-0.13268256725509925
47,Private,181342,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.108145544572634,45-54,standard_40,1,1,Private,3,11,2,5,5,2,0,38,3,3,1,0.6092884021187263,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.19839984467866542,-0.13268256725509925
44,Private,173382,Assoc-acdm,12,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.063258299306733,35-44,standard_40,1,0,Private,3,7,0,12,4,4,0,38,2,3,1,0.3904518917908423,0.7475252208764167,-0.03430365770752064,-0.2980141118316148,0.12723301486662708,-0.13268256725509925
17,Private,184924,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,1719,15,United-States,<=50K,train,0,1,0,0,-1719,0,1,0.0,12.127705616456069,17-24,part_time,1,0,Private,3,6,4,5,3,4,1,38,0,1,1,-1.5790767011601132,-1.9759661716328734,-2.051925167825621,-0.2980141118316148,0.22941151177014293,-0.36256748418613693
25,Private,215384,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.280182403396587,25-34,standard_40,1,0,Private,3,1,4,7,1,4,1,38,1,3,1,-0.9955126736190893,-1.1978257737730762,-0.03430365770752064,-0.2980141118316148,0.4711570116822427,-0.13268256725509925
43,State-gov,424094,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.957712765720936,35-44,standard_40,1,0,Government,6,10,4,9,1,4,0,38,2,3,0,0.3175063883482143,2.303806016596011,-0.03430365770752064,-0.2980141118316148,1.5453527593249383,-0.13268256725509925
46,Federal-gov,212120,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.264912145552607,45-54,standard_40,1,1,Government,0,8,2,0,0,4,1,38,3,3,0,0.5363428986760982,0.35845502194651807,-0.03430365770752064,-0.2980141118316148,0.4469466634033293,-0.13268256725509925
42,Private,185764,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.132237713020812,35-44,very_high,1,1,Private,3,15,2,6,0,4,1,38,2,4,1,0.24456088490558633,-0.030615176983380503,1.5797935503869598,-0.2980141118316148,0.2365969592843349,-0.13268256725509925
46,Local-gov,133969,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.805371173271032,45-54,standard_40,1,0,Government,1,12,0,9,1,0,1,38,3,3,0,0.5363428986760982,1.5256656187362139,-0.03430365770752064,-0.2980141118316148,-0.28163612157914264,-0.13268256725509925
22,Private,32616,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.392588903827958,17-24,reduced,1,0,Private,3,15,4,7,1,4,0,38,0,2,1,-1.2143491839469733,-0.030615176983380503,-0.8413522617547609,-0.2980141118316148,-2.5215426860236088,-0.13268256725509925
49,Private,149210,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.913116690575684,45-54,standard_40,1,1,Private,3,11,2,13,0,2,1,38,3,3,1,0.7551794090039822,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.11081015871135254,-0.13268256725509925
21,Private,161210,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.990469344939944,17-24,overtime,1,1,Private,3,11,2,6,0,4,1,38,0,0,1,-1.2872946873896012,-0.4196853759132791,0.7727449463397196,-0.2980141118316148,0.011829204788028605,-0.13268256725509925
53,Private,285621,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.56242453729317,45-54,standard_40,1,1,Private,3,12,2,0,5,4,0,38,3,3,1,1.046961422774494,1.5256656187362139,-0.03430365770752064,-0.2980141118316148,0.9186399835112881,-0.13268256725509925
43,Private,282069,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,42,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.549910546067393,35-44,overtime,1,0,Private,3,15,0,2,4,4,1,38,2,0,1,0.3175063883482143,-0.030615176983380503,0.1271060631019274,-0.2980141118316148,0.8987995794375107,-0.13268256725509925
22,Private,97508,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.487699960418153,17-24,overtime,1,0,Private,3,11,4,7,3,4,1,38,0,0,1,-1.2143491839469733,-0.4196853759132791,0.7727449463397196,-0.2980141118316148,-0.7852904003695307,-0.13268256725509925
33,Private,356823,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,10520,0,45,United-States,>50K,train,0,0,0,1,10520,1,0,9.261128538808288,12.784997941999823,25-34,overtime,1,0,Private,3,9,4,9,1,4,0,38,1,0,1,-0.4119486460780655,1.1365954198063153,0.36922064431609947,3.4880397158985805,1.2715207076371045,1.2741756794665506
28,Private,171133,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.050202154341454,25-34,standard_40,1,0,Private,3,8,4,0,3,4,0,38,1,3,1,-0.7766761632912054,0.35845502194651807,-0.03430365770752064,-0.2980141118316148,0.10653304895779919,-0.13268256725509925
25,Private,231638,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,24,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.352935404286718,25-34,reduced,1,0,Private,3,15,4,12,4,4,0,38,1,2,1,-0.9955126736190893,-0.030615176983380503,-1.325581424183105,-0.2980141118316148,0.586503819043492,-0.13268256725509925
40,Private,191342,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,China,>50K,train,0,0,0,1,0,0,0,0.0,12.161822908005451,35-44,standard_40,0,1,Private,3,9,2,3,0,1,1,2,2,3,1,0.09866987802033036,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,0.2835030352521383,-0.13268256725509925
50,Private,226497,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.330491393844166,45-54,overtime,1,1,Private,3,15,2,12,0,4,1,38,3,0,1,0.8281249124466101,-0.030615176983380503,0.36922064431609947,-0.2980141118316148,0.5509197892817441,-0.13268256725509925
48,Self-emp-not-inc,373606,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,0,65,United-States,>50K,train,0,1,0,1,0,0,0,0.0,12.830959721778,45-54,very_high,1,0,Self-employed,5,15,0,11,4,4,1,38,3,4,2,0.6822339055613542,-0.030615176983380503,1.98331785241058,-0.2980141118316148,1.3443911664936357,-0.13268256725509925
30,Private,39150,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.575181243876902,25-34,standard_40,1,1,Private,3,11,2,6,0,4,1,38,1,3,1,-0.6307851564059495,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-2.2320502497587267,-0.13268256725509925
33,Private,288840,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.573631642683484,25-34,standard_40,1,1,Private,3,11,3,7,4,2,0,38,1,3,1,-0.4119486460780655,-0.4196853759132791,-0.19571337851696868,-0.2980141118316148,0.9364083753400452,-0.13268256725509925
34,Private,293703,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,train,0,0,0,0,0,0,0,0.0,12.590327736433432,25-34,standard_40,0,1,Private,3,15,2,2,0,1,1,29,1,3,1,-0.3390031426354375,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.9628793261722854,-0.13268256725509925
42,Private,79586,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.284606041911955,35-44,standard_40,1,1,Private,3,9,2,0,0,1,1,38,2,3,1,0.24456088490558633,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,-1.1072872225975667,-0.13268256725509925
48,Self-emp-not-inc,82098,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,65,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.315681115098373,45-54,very_high,1,1,Self-employed,5,15,2,3,0,1,1,38,3,4,2,0.6822339055613542,-0.030615176983380503,1.98331785241058,-0.2980141118316148,-1.0580190077237426,-0.13268256725509925
38,Private,245372,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,>50K,train,0,0,0,1,7688,1,0,8.94754601503218,12.410534780755937,35-44,overtime,1,1,Private,3,9,2,9,0,4,1,38,2,0,1,-0.04722112886492559,1.1365954198063153,0.36922064431609947,3.359843642442008,0.6778251954875559,0.8954472997407225
29,Private,78261,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.267817451277368,25-34,standard_40,1,1,Private,3,11,2,6,0,4,1,38,1,3,1,-0.7037306598485774,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-1.1339048233302014,-0.13268256725509925
33,Private,355996,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.782677582832369,25-34,standard_40,1,0,Private,3,0,4,5,1,4,1,38,1,3,1,-0.4119486460780655,-1.5868959727029748,-0.03430365770752064,-0.2980141118316148,1.2678418762676409,-0.13268256725509925
64,Private,218490,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,55,United-States,>50K,train,0,1,0,1,27828,1,0,10.233833921427351,12.294500102738104,55-64,very_high,1,0,Private,3,9,0,3,1,4,1,38,4,4,1,1.8493619606434017,1.1365954198063153,1.1762692483633397,3.8856926500616726,0.4938571187238232,3.5888051979321705
44,Private,110908,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.616465324238602,35-44,reduced,1,1,Private,3,8,2,13,5,4,0,38,2,2,1,0.3904518917908423,0.35845502194651807,-1.244876563778381,-0.2980141118316148,-0.5811383594409586,-0.13268256725509925
42,Federal-gov,34218,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K,train,0,0,0,1,7298,1,0,8.895492631451633,10.440536324342396,35-44,overtime,1,1,Government,0,9,2,3,0,4,1,38,2,0,0,0.24456088490558633,1.1365954198063153,0.7727449463397196,3.3385636319847944,-2.44552407772043,0.8432919084649199
49,Private,248895,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.42479041751542,45-54,overtime,1,1,Private,3,11,2,6,0,4,1,38,3,0,1,0.7551794090039822,-0.4196853759132791,0.36922064431609947,-0.2980141118316148,0.700426904928947,-0.13268256725509925
25,Private,363707,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.804106626883842,25-34,standard_40,1,1,Private,3,11,2,5,0,4,1,38,1,3,1,-0.9955126736190893,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,1.3018167197228787,-0.13268256725509925
33,Private,272411,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.515070905150631,25-34,standard_40,1,0,Private,3,9,4,3,1,4,0,38,1,3,1,-0.4119486460780655,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,0.8435628015700304,-0.13268256725509925
